Datetime,Latitude,Longitude,WindSpeed Ave (m/s),WindDir Ave (degrees),AirTemp Ave (C),RelHum Ave (%),AtmPress Ave (hPa),GlobalRad Ave (W/m2),AirTemp_flag,RelHum_flag,WindSpeed_flag,AtmPress_flag,GlobalRad_flag,WindDir_flag
2025-01-01 00:00:00,1.3054725,103.7730639,0.5941024129156555,316.2442511027781,26.054745762711864,89.96101694915254,1009.8610169491524,0.209747314453125,0,0,0,0,2,0
2025-01-01 01:00:00,1.3054725,103.7730639,0.3932425013053461,315.04296679517495,26.0285,89.895,1009.4966666666668,0.6606903076171875,0,0,0,0,2,0
2025-01-01 02:00:00,1.3054725,103.7730639,0.4500134901889823,313.93423207711186,25.994833333333336,89.83833333333334,1008.81,0.0,0,0,0,0,2,0
2025-01-01 03:00:00,1.3054725,103.7730639,0.5649955098678344,312.351505861963,25.735,90.66833333333334,1008.0316666666666,0.0,0,0,0,0,2,0
2025-01-01 04:00:00,1.3054725,103.7730639,0.455321719631494,317.8742460066797,25.6335,90.735,1007.4183333333332,0.35418701171875,0,0,0,0,2,0
2025-01-01 05:00:00,1.3054725,103.7730639,0.4229424614533733,320.1255349824808,25.555166666666665,90.57166666666669,1007.3183333333332,1.07666015625,0,0,0,0,2,0
2025-01-01 06:00:00,1.3054725,103.7730639,0.4113456689847625,320.0283968232884,25.488333333333333,90.55,1007.855,0.7776031494140625,0,0,0,0,2,0
2025-01-01 07:00:00,1.3054725,103.7730639,0.0196009189985382,50.39516531241191,25.6445,90.45666666666666,1008.49,13.878440856933594,0,0,0,0,2,0
2025-01-01 08:00:00,1.3054725,103.7730639,0.2147114960146104,310.7582073110147,26.26333333333333,89.24666666666667,1009.2283333333332,92.91583251953124,0,0,0,0,2,0
2025-01-01 09:00:00,1.3054725,103.7730639,0.096523845600632,138.76848036994636,27.498833333333334,84.86666666666666,1009.5083333333332,132.0196533203125,0,0,0,0,2,0
2025-01-01 10:00:00,1.3054725,103.7730639,0.320237423204073,155.9728485340013,29.123833333333334,79.18333333333334,1009.47,325.13604736328125,0,0,0,0,2,0
2025-01-01 11:00:00,1.3054725,103.7730639,0.5277968342430147,144.04712723140435,31.21283333333333,70.97166666666666,1009.3383333333334,464.608154296875,0,0,0,0,2,0
2025-01-01 12:00:00,1.3054725,103.7730639,0.7690458228571242,146.9646186428629,31.877166666666668,67.83833333333334,1008.8966666666668,401.087890625,0,0,0,0,2,0
2025-01-01 13:00:00,1.3054725,103.7730639,0.1161588988776726,175.5233191516852,32.8805,64.46666666666667,1008.0766666666666,245.86929321289065,0,0,0,0,2,0
2025-01-01 14:00:00,1.3054725,103.7730639,0.3696330907927734,223.05803295338265,29.842,76.82666666666667,1007.345,44.38834381103516,0,0,0,0,2,0
2025-01-01 15:00:00,1.3054725,103.7730639,0.1894023988239853,268.03519471652714,27.737166666666667,84.77166666666668,1006.49,120.05828857421876,0,0,0,0,2,0
2025-01-01 16:00:00,1.3054725,103.7730639,0.3096719095232521,133.66679129431702,29.268833333333337,80.39666666666668,1006.315,163.56640625,0,0,0,0,2,0
2025-01-01 17:00:00,1.3054725,103.7730639,0.498926239030852,308.40376911323784,30.196666666666665,75.38333333333334,1006.1683333333332,145.43690490722656,0,0,0,0,2,0
2025-01-01 18:00:00,1.3054725,103.7730639,0.2838386958285435,321.12169227890183,29.021166666666662,77.075,1006.32,23.17325592041016,0,0,0,0,2,0
2025-01-01 19:00:00,1.3054725,103.7730639,0.3292800231305122,329.2021139940997,27.916666666666668,80.79166666666667,1006.715,5.625457763671875,0,0,0,0,2,0
2025-01-01 20:00:00,1.3054725,103.7730639,0.5320805959552628,325.4846998651007,27.532833333333333,82.09166666666667,1007.3883333333334,1.0516204833984375,0,0,0,0,2,0
2025-01-01 21:00:00,1.3054725,103.7730639,0.5424958414332405,316.42385523908143,27.490333333333336,83.51,1008.1666666666666,1.6619873046875,0,0,0,0,2,0
2025-01-01 22:00:00,1.3054725,103.7730639,0.3657954303975878,325.6367121537713,27.415666666666667,83.39,1008.7116666666666,1.3829498291015625,0,0,0,0,2,0
2025-01-01 23:00:00,1.3054725,103.7730639,0.4636428052414248,315.611974595626,27.241666666666667,83.71666666666667,1008.7683333333332,1.3569488525390625,0,0,0,0,2,0
2025-01-02 00:00:00,1.3054725,103.7730639,0.4021814719831641,316.7144789394147,27.08083333333333,84.775,1008.2566666666668,1.449920654296875,0,0,0,0,2,0
2025-01-02 01:00:00,1.3054725,103.7730639,0.4464029182629776,310.27354834231767,26.88266666666667,86.07666666666667,1007.9966666666668,1.1492156982421875,0,0,0,0,2,0
2025-01-02 02:00:00,1.3054725,103.7730639,0.4852673778276785,308.85137696756806,26.63583333333333,87.28999999999999,1007.7833333333332,1.0426025390625,0,0,0,0,2,0
2025-01-02 03:00:00,1.3054725,103.7730639,0.4325927383778906,308.3972967767271,26.463,87.815,1007.435,0.7245635986328125,0,0,0,0,2,0
2025-01-02 04:00:00,1.3054725,103.7730639,0.4066037122206,305.89017214452684,26.275,87.97,1007.1633333333334,1.2126007080078125,0,0,0,0,2,0
2025-01-02 05:00:00,1.3054725,103.7730639,0.4316559548140026,307.0160305342846,26.181166666666662,87.92,1007.365,1.231964111328125,0,0,0,0,2,0
2025-01-02 06:00:00,1.3054725,103.7730639,0.4690597473458945,308.4981627979031,26.061333333333334,88.35166666666667,1007.7366666666666,3.259674072265625,0,0,0,0,2,0
2025-01-02 07:00:00,1.3054725,103.7730639,0.4631876434413765,311.5799589344317,26.0765,88.19166666666666,1008.33,17.000244140625,0,0,0,0,2,0
2025-01-02 08:00:00,1.3054725,103.7730639,0.1261100880300302,323.9064790126546,27.038,85.39333333333335,1009.2833333333332,92.61568450927734,0,0,0,0,2,0
2025-01-02 09:00:00,1.3054725,103.7730639,0.3412557803714355,290.11327923422107,27.9355,82.00666666666666,1009.3683333333332,189.60903930664065,0,0,0,0,2,0
2025-01-02 10:00:00,1.3054725,103.7730639,0.1399136810180793,187.1346131498229,29.55,75.72833333333332,1009.5033333333332,320.87603759765625,0,0,0,0,2,0
2025-01-02 11:00:00,1.3054725,103.7730639,0.1022900359177021,188.8466520843208,32.079,66.98666666666666,1009.2633333333332,486.5128784179688,0,0,0,0,2,0
2025-01-02 12:00:00,1.3054725,103.7730639,0.4327587579877194,152.773131935812,32.67066666666667,64.84166666666667,1008.705,344.8320007324219,0,0,0,0,2,0
2025-01-02 13:00:00,1.3054725,103.7730639,0.2935927317992809,160.0434700155289,32.170833333333334,65.48,1007.96,262.1649169921875,0,0,0,0,2,0
2025-01-02 14:00:00,1.3054725,103.7730639,0.1417363746503979,214.33712943342888,34.30233333333333,59.37833333333333,1006.975,558.838134765625,0,0,0,0,2,0
2025-01-02 15:00:00,1.3054725,103.7730639,0.1522664308000161,247.7645770194443,34.69666666666667,58.235,1005.8883333333334,391.5606994628906,0,0,0,0,2,0
2025-01-02 16:00:00,1.3054725,103.7730639,0.2404424188073357,194.075369506834,30.841833333333334,71.85,1005.3366666666666,36.81922149658203,0,0,0,0,2,0
2025-01-02 17:00:00,1.3054725,103.7730639,0.4775437361200768,159.79506873620812,28.09433333333333,84.56833333333334,1005.5066666666668,24.64044189453125,0,0,0,0,2,0
2025-01-02 18:00:00,1.3054725,103.7730639,0.0802770681946401,253.9741604594438,28.594,84.52666666666667,1006.1883333333334,21.459007263183597,0,0,0,0,2,0
2025-01-02 19:00:00,1.3054725,103.7730639,0.2154902323746165,310.07962184760464,28.137166666666666,81.67333333333333,1007.05,5.1934356689453125,0,0,0,0,2,0
2025-01-02 20:00:00,1.3054725,103.7730639,0.3715873508198294,327.80528215647644,27.29133333333333,83.96833333333333,1007.7883333333334,1.481414794921875,0,0,0,0,2,0
2025-01-02 21:00:00,1.3054725,103.7730639,0.6635172919996277,321.9410596209356,26.926166666666667,86.38166666666666,1008.465,0.53045654296875,0,0,0,0,2,0
2025-01-02 22:00:00,1.3054725,103.7730639,0.5692083780577147,322.580148490938,27.142666666666667,86.305,1009.035,1.659332275390625,0,0,0,0,2,0
2025-01-02 23:00:00,1.3054725,103.7730639,0.5517305441609864,318.02519613178134,27.018,86.675,1009.0566666666668,2.8026275634765625,0,0,0,0,2,0
2025-01-03 00:00:00,1.3054725,103.7730639,0.7104621951590373,315.89694242426054,26.913,85.84333333333333,1008.8333333333334,1.38787841796875,0,0,0,0,2,0
2025-01-03 01:00:00,1.3054725,103.7730639,0.7025569526641957,315.18179367000926,26.841,85.135,1008.225,1.295318603515625,0,0,0,0,2,0
2025-01-03 02:00:00,1.3054725,103.7730639,0.7086229407022128,314.6144244765071,26.67083333333333,85.8,1007.7166666666668,1.11383056640625,0,0,0,0,2,0
2025-01-03 03:00:00,1.3054725,103.7730639,0.8283821756918034,316.559399772416,26.49083333333333,86.33,1007.4383333333332,0.4261474609375,0,0,0,0,2,0
2025-01-03 04:00:00,1.3054725,103.7730639,0.5809498813156239,307.4365611128237,26.473333333333336,86.22666666666667,1007.4383333333332,0.203948974609375,0,0,0,0,2,0
2025-01-03 05:00:00,1.3054725,103.7730639,0.4461090161608145,308.78260584743833,26.38533333333333,86.75833333333334,1007.5833333333334,1.5002899169921875,0,0,0,0,2,0
2025-01-03 06:00:00,1.3054725,103.7730639,0.4445249198695805,309.138354629751,26.2145,87.53500000000001,1007.79,30.24311065673828,0,0,0,0,2,0
2025-01-03 07:00:00,1.3054725,103.7730639,0.3846263822913972,310.3696493211858,26.11,88.14166666666667,1007.9816666666668,43.68673706054688,0,0,0,0,2,0
2025-01-03 08:00:00,1.3054725,103.7730639,0.3253163738402059,311.1543767808454,26.760166666666667,86.175,1008.855,134.07505798339844,0,0,0,0,2,0
2025-01-03 09:00:00,1.3054725,103.7730639,0.183455934240496,264.1036384094082,28.026,80.22833333333332,1009.8416666666668,220.289306640625,0,0,0,0,2,0
2025-01-03 10:00:00,1.3054725,103.7730639,0.1458574059537961,185.595049389514,29.616,74.16000000000001,1010.0116666666668,376.7899169921875,0,0,0,0,2,0
2025-01-03 11:00:00,1.3054725,103.7730639,0.3465806841356662,150.5164524660541,31.877166666666668,65.99333333333333,1009.9233333333334,503.33148193359375,0,0,0,0,2,0
2025-01-03 12:00:00,1.3054725,103.7730639,0.2098023662831823,181.749720797102,33.5525,59.76166666666666,1009.2233333333334,579.9649658203125,0,0,0,0,2,0
2025-01-03 13:00:00,1.3054725,103.7730639,0.4179752459153063,155.25954425008172,33.47816666666667,59.17,1008.4216666666669,448.153564453125,0,0,0,0,2,0
2025-01-03 14:00:00,1.3054725,103.7730639,0.2938138813773728,293.369488177961,33.38616666666667,61.34333333333333,1007.195,250.96823120117188,0,0,0,0,2,0
2025-01-03 15:00:00,1.3054725,103.7730639,0.2857882413766511,199.79796836758624,30.395666666666667,73.92833333333333,1005.98,112.05037689208984,0,0,0,0,2,0
2025-01-03 16:00:00,1.3054725,103.7730639,0.262630597410155,242.90962454681508,28.44383333333333,83.92166666666667,1005.6833333333332,64.85393524169922,0,0,0,0,2,0
2025-01-03 17:00:00,1.3054725,103.7730639,0.1318008172033905,146.90901872791437,28.865666666666662,84.42166666666667,1005.7066666666668,44.59394836425781,0,0,0,0,2,0
2025-01-03 18:00:00,1.3054725,103.7730639,0.1981348869141422,312.33866261951084,27.841833333333334,85.06833333333334,1006.445,43.497955322265625,0,0,0,0,2,0
2025-01-03 19:00:00,1.3054725,103.7730639,0.0704590436443462,116.87792412123156,27.45433333333333,86.21833333333333,1007.3283333333331,29.24785614013672,0,0,0,0,2,0
2025-01-03 20:00:00,1.3054725,103.7730639,0.4132812379670053,324.9256728257029,27.096833333333333,87.54333333333334,1007.775,26.33697509765625,0,0,0,0,2,0
2025-01-03 21:00:00,1.3054725,103.7730639,0.483324059226945,324.5060372863516,27.01333333333333,85.18,1008.6833333333332,27.238548278808597,0,0,0,0,2,0
2025-01-03 22:00:00,1.3054725,103.7730639,0.4048057700778942,323.5007780145737,27.05583333333333,84.57,1009.085,27.92518615722656,0,0,0,0,2,0
2025-01-03 23:00:00,1.3054725,103.7730639,0.3212031919756846,324.76660697780403,26.992833333333333,84.94833333333332,1009.075,27.56109619140625,0,0,0,0,2,0
2025-01-04 00:00:00,1.3054725,103.7730639,0.0497473833297285,33.99489411163461,26.797166666666666,86.03833333333334,1009.2066666666668,24.893096923828125,0,0,0,0,2,0
2025-01-04 01:00:00,1.3054725,103.7730639,0.1029757107957251,341.8935911676182,26.857166666666668,86.225,1008.9866666666666,27.22187042236328,0,0,0,0,2,0
2025-01-04 02:00:00,1.3054725,103.7730639,0.3152526748105865,319.2417830642505,26.804666666666662,86.74333333333334,1008.375,28.65464782714844,0,0,0,0,2,0
2025-01-04 03:00:00,1.3054725,103.7730639,0.4131331988268297,318.50739761581474,26.74566666666667,86.975,1007.6583333333332,29.99730682373047,0,0,0,0,2,0
2025-01-04 04:00:00,1.3054725,103.7730639,0.5712340194287324,315.9184753063715,26.38433333333333,88.79666666666667,1007.2066666666668,28.808181762695312,0,0,0,0,2,0
2025-01-04 05:00:00,1.3054725,103.7730639,0.3147790623166746,316.0522824135745,26.394333333333336,88.99666666666667,1007.0883333333334,28.88275909423828,0,0,0,0,2,0
2025-01-04 06:00:00,1.3054725,103.7730639,0.0761463592594522,340.5101033218364,26.417,88.69666666666667,1007.405,29.50623321533203,0,0,0,0,2,0
2025-01-04 07:00:00,1.3054725,103.7730639,0.0438209488299197,101.41645507624207,26.51833333333333,88.22,1008.1816666666668,42.71562957763672,0,0,0,0,2,0
2025-01-04 08:00:00,1.3054725,103.7730639,0.1145051903798028,140.75012869014506,27.1875,85.845,1008.8383333333334,124.9212646484375,0,0,0,0,2,0
2025-01-04 09:00:00,1.3054725,103.7730639,0.1042191621980081,203.93071870537395,28.45283333333333,81.53500000000001,1009.755,195.15414428710935,0,0,0,0,2,0
2025-01-04 10:00:00,1.3054725,103.7730639,0.2660111980400421,160.37253458651162,29.656,76.71166666666666,1010.03,378.44476318359375,0,0,0,0,2,0
2025-01-04 11:00:00,1.3054725,103.7730639,0.4099405802076958,162.78157929417966,30.865166666666667,71.55666666666666,1009.6966666666666,402.51318359375,0,0,0,0,2,0
2025-01-04 12:00:00,1.3054725,103.7730639,0.1394954341328671,182.97779365917623,32.9335,64.58,1009.115,565.3641967773438,0,0,0,0,2,0
2025-01-04 13:00:00,1.3054725,103.7730639,0.1557210538184645,242.35391695384524,33.19716666666667,64.895,1008.5683333333332,596.9631958007812,0,0,0,0,2,0
2025-01-04 14:00:00,1.3054725,103.7730639,0.1816838551487999,181.7732566436409,33.74283333333333,61.318333333333335,1007.6766666666666,505.29302978515625,0,0,0,0,2,0
2025-01-04 15:00:00,1.3054725,103.7730639,0.1304800500224847,279.6746351215849,33.342333333333336,61.27,1006.635,351.6327514648437,0,0,0,0,2,0
2025-01-04 16:00:00,1.3054725,103.7730639,0.1576651683079988,200.8825563433283,32.713,62.04333333333333,1006.1716666666669,248.54541015625,0,0,0,0,2,0
2025-01-04 17:00:00,1.3054725,103.7730639,0.3020736948964527,288.6316243611094,31.684666666666665,66.16666666666667,1006.3033333333334,176.78126525878906,0,0,0,0,2,0
2025-01-04 18:00:00,1.3054725,103.7730639,0.291641944898738,279.1111403520765,30.894333333333336,67.925,1006.9433333333332,35.6904296875,0,0,0,0,2,0
2025-01-04 19:00:00,1.3054725,103.7730639,0.3714936583994992,296.6801317196431,29.55783333333333,72.04833333333333,1007.85,34.20941162109375,0,0,0,0,2,0
2025-01-04 20:00:00,1.3054725,103.7730639,0.4586817884968495,304.8676256880441,28.87783333333333,75.70166666666667,1008.4633333333334,28.353370666503903,0,0,0,0,2,0
2025-01-04 21:00:00,1.3054725,103.7730639,0.4667604090465219,297.97800780406044,28.389666666666667,78.23,1009.2166666666668,26.39061737060547,0,0,0,0,2,0
2025-01-04 22:00:00,1.3054725,103.7730639,0.4912955907143083,299.37553304491627,28.028666666666663,79.77333333333333,1009.91,26.74281311035156,0,0,0,0,2,0
2025-01-04 23:00:00,1.3054725,103.7730639,0.2733446005303082,295.5051064040655,27.827,80.865,1010.1733333333334,30.09295654296875,0,0,0,0,2,0
2025-01-05 00:00:00,1.3054725,103.7730639,0.2438808430110011,303.1927604808953,27.681,81.805,1009.8716666666668,30.6317138671875,0,0,0,0,2,0
2025-01-05 01:00:00,1.3054725,103.7730639,0.349915105941745,307.8840735200557,27.381,82.97333333333333,1009.27,29.83948516845703,0,0,0,0,2,0
2025-01-05 02:00:00,1.3054725,103.7730639,0.2625650455213632,316.38236848413203,27.239833333333333,83.43833333333333,1008.5533333333332,29.53648376464844,0,0,0,0,2,0
2025-01-05 03:00:00,1.3054725,103.7730639,0.4391193934511656,306.70557864576136,26.934833333333334,84.675,1008.04,29.084930419921875,0,0,0,0,2,0
2025-01-05 04:00:00,1.3054725,103.7730639,0.3762552421822729,298.6284706930798,26.789166666666667,85.56333333333333,1007.8633333333332,30.00756072998047,0,0,0,0,2,0
2025-01-05 05:00:00,1.3054725,103.7730639,0.2275463049772013,292.02882022638755,26.78533333333333,85.59333333333333,1008.0233333333332,32.38336181640625,0,0,0,0,2,0
2025-01-05 06:00:00,1.3054725,103.7730639,0.3422041367829264,309.0664080637966,26.66933333333333,86.17333333333333,1008.4633333333334,28.901870727539062,0,0,0,0,2,0
2025-01-05 07:00:00,1.3054725,103.7730639,0.291947647535238,305.6021695703194,26.550166666666662,86.63833333333334,1009.0016666666668,38.1762924194336,0,0,0,0,2,0
2025-01-05 08:00:00,1.3054725,103.7730639,0.2219484816182214,305.4947094999428,27.301166666666667,84.05666666666666,1009.6666666666666,149.1606903076172,0,0,0,0,2,0
2025-01-05 09:00:00,1.3054725,103.7730639,0.1599433634879023,202.535239280912,28.463833333333334,79.42833333333333,1010.1166666666668,236.2746734619141,0,0,0,0,2,0
2025-01-05 10:00:00,1.3054725,103.7730639,0.1964454552599308,171.2707036459784,30.2005,74.61333333333333,1010.33,475.6234130859375,0,0,0,0,2,0
2025-01-05 11:00:00,1.3054725,103.7730639,0.453352019177036,153.04855561298655,32.194,67.99499999999999,1009.8616666666666,555.0263061523438,0,0,0,0,2,0
2025-01-05 12:00:00,1.3054725,103.7730639,0.4437589865699033,159.0127173761664,33.1655,62.83833333333334,1008.9433333333332,664.5657958984375,0,0,0,0,2,0
2025-01-05 13:00:00,1.3054725,103.7730639,0.6514551275168563,148.16420323799844,33.48266666666667,61.53,1008.02,462.442626953125,0,0,0,0,2,0
2025-01-05 14:00:00,1.3054725,103.7730639,0.5237793878068867,152.99142528879872,34.000166666666665,59.21,1007.0316666666666,441.8313598632813,0,0,0,0,2,0
2025-01-05 15:00:00,1.3054725,103.7730639,0.3469398284368158,165.538335431306,34.35566666666667,59.10166666666667,1005.99,282.5776062011719,0,0,0,0,2,0
2025-01-05 16:00:00,1.3054725,103.7730639,0.3895371386904993,183.4514550942125,30.82133333333333,74.49666666666667,1005.6766666666666,45.94923400878906,0,0,0,0,2,0
2025-01-05 17:00:00,1.3054725,103.7730639,0.2236777477173947,242.6474279115014,27.355166666666666,88.11,1006.09,39.80198669433594,0,0,0,0,2,0
2025-01-05 18:00:00,1.3054725,103.7730639,0.564786760357743,312.3700735805773,27.62183333333333,85.14,1006.5933333333334,43.25485229492188,0,0,0,0,2,0
2025-01-05 19:00:00,1.3054725,103.7730639,0.4785868138708941,318.7725153911326,27.60216666666667,82.75666666666666,1007.4516666666666,28.92432403564453,0,0,0,0,2,0
2025-01-05 20:00:00,1.3054725,103.7730639,0.3550721906816807,322.16058229626844,27.59083333333333,83.03666666666666,1008.28,27.56903076171875,0,0,0,0,2,0
2025-01-05 21:00:00,1.3054725,103.7730639,0.5037566591805932,315.2678814598444,27.486833333333333,81.775,1009.515,26.308425903320312,0,0,0,0,2,0
2025-01-05 22:00:00,1.3054725,103.7730639,0.4867837179214538,311.5455173530651,27.35933333333333,82.18833333333333,1010.11,26.286766052246094,0,0,0,0,2,0
2025-01-05 23:00:00,1.3054725,103.7730639,0.4485506827767251,302.3754751355588,27.3015,82.95333333333333,1009.82,28.078536987304688,0,0,0,0,2,0
2025-01-06 00:00:00,1.3054725,103.7730639,0.5864767370130842,309.25102619706433,27.09333333333333,83.76166666666667,1009.295,27.568435668945312,0,0,0,0,2,0
2025-01-06 01:00:00,1.3054725,103.7730639,0.6710068068246585,304.019960745929,26.99533333333333,83.64333333333335,1009.005,29.71532440185547,0,0,0,0,2,0
2025-01-06 02:00:00,1.3054725,103.7730639,0.4933615387550064,312.46287622450313,26.98933333333333,83.36166666666666,1008.3683333333332,30.88712310791016,0,0,0,0,2,0
2025-01-06 03:00:00,1.3054725,103.7730639,0.4553246465023524,303.1067659689936,26.94516666666667,83.64333333333335,1007.715,30.670822143554688,0,0,0,0,2,0
2025-01-06 04:00:00,1.3054725,103.7730639,0.578832581393512,302.15707179542,26.86733333333333,83.8,1007.2533333333332,31.082862854003903,0,0,0,0,2,0
2025-01-06 05:00:00,1.3054725,103.7730639,0.4338770706101709,304.97955326870493,26.802,84.11333333333333,1007.5683333333332,29.1787109375,0,0,0,0,2,0
2025-01-06 06:00:00,1.3054725,103.7730639,0.5999172666489001,307.6472456109227,26.636000000000003,85.13666666666667,1008.1933333333332,29.695358276367188,0,0,0,0,2,0
2025-01-06 07:00:00,1.3054725,103.7730639,0.4296076361454501,299.33313671429687,26.697166666666664,85.61333333333333,1008.515,37.656883239746094,0,0,0,0,2,0
2025-01-06 08:00:00,1.3054725,103.7730639,0.5814773164394964,305.8002311662931,27.2535,84.46000000000001,1009.2616666666668,149.4590606689453,0,0,0,0,2,0
2025-01-06 09:00:00,1.3054725,103.7730639,0.5532739650646867,295.38653187918754,28.39133333333333,80.975,1010.1766666666666,224.98324584960935,0,0,0,0,2,0
2025-01-06 10:00:00,1.3054725,103.7730639,0.1348391145007452,271.4329163608878,29.9095,75.92833333333333,1010.5,344.0941162109375,0,0,0,0,2,0
2025-01-06 11:00:00,1.3054725,103.7730639,0.339843325228769,286.26727784985763,31.285166666666665,71.13833333333334,1010.145,418.18402099609375,0,0,0,0,2,0
2025-01-06 12:00:00,1.3054725,103.7730639,0.4108175373249861,294.13835945425205,32.70483333333333,66.93166666666667,1009.3283333333331,716.1380004882812,0,0,0,0,2,0
