Datetime,Latitude,Longitude,WindSpeed Ave (m/s),WindDir Ave (degrees),AirTemp Ave (C),RelHum Ave (%),AtmPress Ave (hPa),GlobalRad Ave (W/m2),Rain Tot (mm),AirTemp_flag,RelHum_flag,WindSpeed_flag,AtmPress_flag,GlobalRad_flag,WindDir_flag
2025-01-01 00:00:00,1.3083404,103.7731643,2.049727393847376,39.26343611969884,25.671186440677964,90.28813559322032,1002.215254237288,0.0,0.0,0,0,0,0,0,0
2025-01-01 01:00:00,1.3083404,103.7731643,1.960784068559433,29.56376828018955,25.6465,90.4,1001.8483333333334,0.0,0.0,0,0,0,0,0,0
2025-01-01 02:00:00,1.3083404,103.7731643,1.785296251288501,32.34706211978107,25.564666666666668,90.525,1001.155,0.0,0.0,0,0,0,0,0,0
2025-01-01 03:00:00,1.3083404,103.7731643,1.9989045859763923,39.599452703155805,25.346833333333333,91.34833333333334,1000.3733333333332,0.0,0.0,0,0,0,0,0,0
2025-01-01 04:00:00,1.3083404,103.7731643,1.7855544490539432,28.514703771511225,25.1875,91.70666666666666,999.7616666666668,0.0,0.0,0,0,0,0,0,0
2025-01-01 05:00:00,1.3083404,103.7731643,1.782336282277866,28.05222340382079,25.183333333333334,91.185,999.6566666666666,0.0,0.0,0,0,0,0,0,0
2025-01-01 06:00:00,1.3083404,103.7731643,1.694179200017072,29.680332499554083,25.237166666666667,90.60166666666667,1000.2066666666668,0.0,0.0,0,0,0,0,0,0
2025-01-01 07:00:00,1.3083404,103.7731643,1.485415037942723,24.40234664968329,25.389666666666667,90.15,1000.8716666666668,47.46666666666667,0.0,0,0,0,0,0,0
2025-01-01 08:00:00,1.3083404,103.7731643,1.3712668819187803,28.016617207332843,26.36133333333333,87.22166666666666,1001.58,235.9833333333333,0.0,0,0,0,0,0,0
2025-01-01 09:00:00,1.3083404,103.7731643,2.0010941489702514,23.09492821198768,27.509833333333333,83.61,1001.8683333333332,439.53333333333336,0.0,0,0,0,0,0,0
2025-01-01 10:00:00,1.3083404,103.7731643,2.214941659217738,20.257665035661944,29.018666666666665,77.72833333333332,1001.8233333333332,740.5,0.1,0,0,0,0,0,0
2025-01-01 11:00:00,1.3083404,103.7731643,2.1513128791783016,22.16619905312308,30.182333333333336,72.14666666666668,1001.715,907.9833333333332,0.0,0,0,0,0,0,0
2025-01-01 12:00:00,1.3083404,103.7731643,1.6029874561163162,20.84073329695866,31.006,68.97833333333332,1001.3116666666666,640.95,0.0,0,0,0,0,0,0
2025-01-01 13:00:00,1.3083404,103.7731643,0.9832496110900292,31.025637340471803,31.66483333333333,66.82833333333333,1000.515,436.8833333333333,0.0,0,0,0,0,0,0
2025-01-01 14:00:00,1.3083404,103.7731643,1.0854881087563302,140.2106455008988,28.126166666666663,80.815,999.6883333333332,69.41666666666667,3.6,0,0,0,0,0,0
2025-01-01 15:00:00,1.3083404,103.7731643,1.8502844846482784,163.74229953050485,26.725,84.96499999999999,998.8683333333332,179.0,0.0,0,0,0,0,0,0
2025-01-01 16:00:00,1.3083404,103.7731643,1.6461940957450656,358.9043025925678,28.25,80.16499999999999,998.6983333333334,293.6,0.0,0,0,0,0,0,0
2025-01-01 17:00:00,1.3083404,103.7731643,1.722639729103561,46.48864898493366,28.25,78.54666666666667,998.51,208.06666666666663,0.0,0,0,0,0,0,0
2025-01-01 18:00:00,1.3083404,103.7731643,0.711025153819733,38.68734775230576,28.107166666666668,77.44166666666666,998.72,37.96666666666667,0.0,0,0,0,0,0,0
2025-01-01 19:00:00,1.3083404,103.7731643,1.3153069971920175,39.94654211313917,27.6485,79.47333333333333,999.1133333333332,0.5833333333333334,0.0,0,0,0,0,0,0
2025-01-01 20:00:00,1.3083404,103.7731643,1.6172818469818957,38.340178619620815,27.3165,81.58333333333333,999.77,0.0,0.0,0,0,0,0,0,0
2025-01-01 21:00:00,1.3083404,103.7731643,1.4052325577703526,37.62090495310349,27.119833333333336,84.01,1000.5383333333334,0.0,0.0,0,0,0,0,0,0
2025-01-01 22:00:00,1.3083404,103.7731643,1.3589080065999508,31.02902321199747,26.9285,84.01,1001.075,0.0,0.0,0,0,0,0,0,0
2025-01-01 23:00:00,1.3083404,103.7731643,1.8198921233126624,38.995398393328,26.7425,84.61666666666666,1001.1283333333332,0.0,0.0,0,0,0,0,0,0
2025-01-02 00:00:00,1.3083404,103.7731643,1.5526885937068782,36.245202927439095,26.5315,86.05833333333334,1000.6066666666668,0.0,0.0,0,0,0,0,0,0
2025-01-02 01:00:00,1.3083404,103.7731643,1.5107264786950902,35.41628300565486,26.29533333333333,87.69166666666666,1000.365,0.0,0.0,0,0,0,0,0,0
2025-01-02 02:00:00,1.3083404,103.7731643,1.297039473750192,34.109729312528884,26.063,89.01,1000.1533333333332,0.0,0.0,0,0,0,0,0,0
2025-01-02 03:00:00,1.3083404,103.7731643,1.498359789324123,25.07683661083462,25.876166666666663,89.49666666666667,999.8033333333332,0.0,0.0,0,0,0,0,0,0
2025-01-02 04:00:00,1.3083404,103.7731643,1.9785220800462868,26.85294462535819,25.71,89.40333333333334,999.51,0.0,0.0,0,0,0,0,0,0
2025-01-02 05:00:00,1.3083404,103.7731643,1.6941907930275864,25.9266792903556,25.5715,89.71166666666666,999.7116666666666,0.0,0.0,0,0,0,0,0,0
2025-01-02 06:00:00,1.3083404,103.7731643,1.6516213720482626,31.8658533130984,25.5165,89.76833333333335,1000.085,0.0,0.0,0,0,0,0,0,0
2025-01-02 07:00:00,1.3083404,103.7731643,2.049629335367998,36.65837627329773,25.639,88.92166666666667,1000.6933333333332,34.7,0.0,0,0,0,0,0,0
2025-01-02 08:00:00,1.3083404,103.7731643,1.60657982086497,33.76071263775265,26.47383333333333,86.15333333333334,1001.6433333333332,168.06666666666666,0.0,0,0,0,0,0,0
2025-01-02 09:00:00,1.3083404,103.7731643,2.099921184734348,40.28055244667803,28.183666666666667,79.71499999999999,1001.7216666666668,519.95,0.0,0,0,0,0,0,0
